test,question_id,question_text,reference_answer,section,topic
posttest2,sectionA_gender,2. Gender,,Section A,
posttest2,sectionA_studentStatus,3. Current status,,Section A,
posttest2,sectionA_selfLearningScale,4. Self-learning ability (1-5),,Section A,
posttest2,sectionA_topicFirst,5. First topic selected for assessment,,Section A,
posttest2,sectionA_topicSecond,6. Second topic selected for assessment,,Section A,
posttest2,sectionA_studiedTopic1,7. Studied Topic 1 before?,,Section A,
posttest2,sectionA_studiedTopic2,8. Studied Topic 2 before?,,Section A,
posttest2,sectionA_familiarityTopic1Scale,9. Familiarity with Topic 1 (1-5),,Section A,
posttest2,sectionA_familiarityTopic2Scale,10. Familiarity with Topic 2 (1-5),,Section A,
posttest2,sectionA_usedGenAi,11. Used GenAI tools for learning?,,Section A,
posttest2,sectionA_aiLearningFrequency,12. Frequency of using AI for learning,,Section A,
posttest2,sectionA_aiToolPrimary,13. AI tool used most,,Section A,
posttest2,sectionA_aiStudyPurpose,14. Primary purpose of using AI,,Section A,
posttest2,sectionA_attendedAiTraining,15. Attended AI course or workshop?,,Section A,
posttest2,sectionB_fuzzy_logic_q1,"What is the term for a mathematical function used in Fuzzy Logic to define the degree of truth of a statement, mapping input values to the interval [0, 1]?",C,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q2,The Mamdani-type Fuzzy Inference System typically uses which operator for the implication step (applying the rule strength to the output fuzzy set)?,A,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q3,Why is the Center of Gravity (Centroid) method generally considered the most robust defuzzification technique?,B,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q4,"Explain the consequence of using the Bounded Sum (A ⊕ B = min(1, μA(x) + μB(x))) as the S-norm (OR operator) compared to the standard Max operator.",B,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q5,"A system has two rules contributing to the output 'Strong Wind': Rule 1 firing strength is 0.7, and Rule 2 firing strength is 0.9. If the output sets are aggregated using the standard Max (Union) operator, what is the height of the combined fuzzy set 'Strong Wind'?",B,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q6,"Given a fuzzy set A = { (1, 0.2), (2, 0.8), (3, 0.5) } and a fuzzy set B = { (1, 0.6), (2, 0.3), (3, 0.9) }. Calculate the membership values for the intersection A ∩ B using the standard Min operator.",C,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q7,"In a complex control system, if the number of input variables and the number of linguistic terms per variable both increase, what is the primary consequence concerning the rule base?",C,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q8,"Compare a Mamdani FIS that uses the Min operator for implication and the Center of Gravity (COG) for defuzzification versus a Sugeno FIS using weighted average. Which system is generally faster for real-time control, and why?",C,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q9,"Evaluate the critical trade-off when selecting a narrow (steep slope) versus a wide (gentle slope) Membership Function for the linguistic term ""High"" in a temperature controller.","The Fuzzy Logic system is likely to produce smoother and less abrupt control actions. This is because it uses continuous Membership Functions, allowing for gradual transitions in the control output as inputs change. The traditional system, with its fixed, sharp thresholds, would cause sudden, discontinuous changes when the input crosses a boundary.",Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q10,"Design a fuzzy rule that addresses the concept of hedging or uncertainty by linking a highly certain input state with a moderately conservative output action. Use the linguistic variables: Input_Certainty (Very_High, Moderate) and Output_Action (Aggressive, Cautious, Neutral).","Example Rule: IF Room Temperature IS Cold AND Temperature Change Rate IS Falling, THEN Heater Output IS Maximum (High).",Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q11,"The Eco-Routing system utilizes human courier reports labeled ""heavily congested"" or ""clear"" (Data Source 2). Which Fuzzy Logic component is responsible for taking a precise, real-time traffic density sensor reading (e.g., 45 cars/km) and converting it into a degree of membership for the linguistic term ""Heavily Congested""?",C,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q12,"Two control rules contribute to the AEV's desired 'Minimum Speed' state: Rule 1 (Battery is Low) has a derived strength of 0.6, and Rule 2 (Motor Temp is High) has a derived strength of 0.9. If the output fuzzy sets are aggregated (combined) using the standard fuzzy Max operator, what is the height (degree of membership) of the resulting combined fuzzy set 'Minimum Speed'?",B,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q13,"The Project Eco-Routing team is choosing between a standard Crisp controller (fixed thresholds) and a Fuzzy Logic controller for the AEV’s motor speed. If the control input (e.g., motor temperature) constantly crosses a sharp, fixed threshold, what is the major drawback of the Crisp Logic system compared to the Fuzzy system?",B,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q14,"In Project Eco-Routing, the engineer uses a narrow (steep slope) Membership Function for the linguistic term ""Battery is Low."" What is the primary consequence of using a narrow Membership Function on the sensitivity and stability of the AEV's control system?",C,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q15,"Propose a Mamdani-type fuzzy rule for Project Eco-Routing designed to optimize the AEV's operational safety and resource management under worst-case scenarios, using the linguistic inputs: Traffic (High, Low) and Battery (Low, Adequate).",C,Section B,Fuzzy Logic
posttest2,sectionB_deep_neural_networks_q1,What is the main benefit of using Residual Connections in deep networks?,C,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q2,Which activation function is most commonly used in modern deep neural networks?,D,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q3,Why is Batch Normalization commonly used?,B,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q4,What does the vanishing gradient problem cause?,C,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q5,What should you do first if you observe exploding gradients?,D,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q6,"If your DNN is severely overfitting, which technique is most effective?",D,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q7,Why have Transformers largely replaced RNNs in many tasks?,D,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q8,What is the main risk when a DNN is used for hiring decisions?,C,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q9,What is the biggest concern with highly accurate but black-box DNNs in healthcare?,Mentions underfitting / model too simple / insufficient capacity / poor training,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q10,Which approach is best to reduce gender bias in a DNN for loan approval?,Provides valid application + correct explanation of DNN usage,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q11,"The team builds a Deep Neural Network to predict customer satisfaction score (1-5) using features from multiple data sources (order history, IoT telemetry, and text sentiment). This is a regression task. Which loss function is most appropriate?",B,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q12,"A DNN is trained to classify road conditions (Clear / Congested / Dangerous) from AEV dashcam images (Vision Stream). During training, the validation loss stops decreasing while training loss continues to drop significantly. What problem is occurring?",B,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q13,The team uses a Deep Neural Network with 6 hidden layers to predict AEV energy consumption. They observe that adding more layers improves training accuracy but makes the model very slow and unstable during training. What is the most likely cause?,B,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q14,"The team has two models for predicting delivery delay (binary classification): Model X: Very deep DNN (many layers) - High training accuracy, moderate validation accuracy. Model Y: Shallower DNN with Residual Connections (ResNet-style) - Slightly lower training accuracy but much better validation accuracy and generalization. Which model should be chosen for real-time deployment and why?",B,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q15,"Design a suitable Deep Neural Network architecture for multi-task learning in Project Eco-Routing that simultaneously: (1) predicts delivery delay, (2) estimates customer satisfaction, and (3) detects unsafe road conditions from images.",B,Section B,Deep Neural Networks
posttest2,sectionC_c1,"In the past 2 months, I have actively read extra materials, research papers, or attended courses related to the 2 selected technical topics.",,Section C,
posttest2,sectionC_c2,"I still frequently apply or reference the foundational concepts of these 2 topics in my current projects, assignments, or daily technology discussions.",,Section C,
posttest2,sectionC_c3,"I have continued to use GenAI tools (e.g., ChatGPT, Gemini, Copilot) to explore and deepen my understanding of these technical topics over the last 2 months.",,Section C,
posttest2,sectionC_c4,"When encountering a new or difficult problem within these topics nowadays, my first instinct is still to consult an AI tool before looking elsewhere.",,Section C,
posttest2,sectionC_c5,"After 2 months of independent learning, I feel more capable of analyzing and filtering out the biased or inaccurate technical responses generated by AI.",,Section C,
posttest2,sectionC_c6,I now double-check AI-generated code or mathematical formulas against official documentation more rigorously than I did during the course.,,Section C,
posttest2,sectionC_c7,My trust in AI's capacity to explain highly complex computer science models has consolidated and become more stable over time.,,Section C,
posttest2,sectionC_c8,"I feel that I have become less dependent on AI for straight answers, using it more as a brainstorming partner for technical logic.",,Section C,
posttest2,sectionC_c9,"Without AI tools, I would find it significantly harder to solve the structural and algorithmic problems of these 2 selected topics today.",,Section C,
posttest2,sectionC_c10,The AI-supported learning habits I developed during the Intelligent Systems (IS) course have successfully transferred into my self-study routines for other university subjects.,,Section C,
posttest2,sectionB_logistic_regression_q1,What is the primary difference between Linear Regression and Logistic Regression regarding the dependent variable (Y)?,A,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q2,Which function is applied in Logistic Regression to map the output of the linear equation into a probability range between 0 and 1?,C,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q3,Why does Logistic Regression use the Sigmoid function instead of directly using the linear equation Y = b0 + b1*X + e?,B,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q4,"In Logistic Regression, the log-odds (logit) is defined as the logarithm of the ratio of the probability of success (p) to the probability of failure (1 - p). What is the formula for the log-odds?",A,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q5,A Logistic Regression model provides a log-odds (logit) value of 0 for a specific customer. What is the calculated probability (p) that this customer belongs to the positive class?,B,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q6,Which mathematical function is typically minimized as the cost function (loss function) when training a Logistic Regression model?,C,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q7,How should a coefficient beta be interpreted in Logistic Regression?,C,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q8,"In a classification dataset, if the data points are perfectly separated by a linear boundary, why might training a standard (unregularized) Logistic Regression model lead to numerical issues?",B,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q9,"For a system designed to predict whether a manufacturing machine will fail (positive class) or run normally (negative class), which metric should be prioritized and why?","Recall (minimizing False Negatives) should be prioritized. A False Negative (missing a machine failure) is usually more costly and dangerous than a False Positive (predicting failure when the machine is fine), as failure can lead to severe operational damage or accidents.",Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q10,"Propose a specific architecture or method to adapt a Binary Logistic Regression model for a problem with three or more mutually exclusive classes (e.g., predicting Low, Medium, or High risk levels).","The problem requires Multinomial Logistic Regression (also known as Softmax Regression), which generalizes the sigmoid function to handle multiple classes simultaneously, or using the One-vs-Rest (OvR) approach, which trains separate binary Logistic Regression models for each class against all others.",Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q11,"The Eco-Routing system predicts the probability of an AEV motor 'Overheating' (Y=1) based on real-time data from the IoT Sensor Grid. If the Logistic Regression model outputs a log-odds (logit) value of -0.8 for the current motor status, calculate the approximate probability (p) of the AEV motor overheating.",B,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q12,"A Logistic Regression model predicts the likelihood of a human courier receiving a 'Low Satisfaction Score' (Y=1) based on several factors, including 'Route Distance' (X). If the coefficient for Route Distance is beta = 0.25 (positive), how should this coefficient be interpreted in terms of the risk?",C,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q13,"The Eco-Routing system is required to predict the binary outcome 'Package Damaged' (Yes/No) based on AEV velocity and road conditions. Why is Logistic Regression, which uses the Sigmoid function, the appropriate choice over standard Linear Regression for this classification task?",B,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q14,"The system uses Logistic Regression to predict 'Immediate AEV Failure' (Y=1) based on motor diagnostics. Given that the cost of a False Negative (failing to predict a failure that leads to a crash) is extremely high, which evaluation metric should the engineering team prioritize when setting the classification probability threshold?",B,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q15,"The logistics team wants to extend the predictive capability to classify delivery outcomes into three mutually exclusive levels: 'On Time,' 'Minor Delay,' and 'Major Delay.' What is the required architectural modification to adapt the framework from Binary Logistic Regression to handle this multi-class classification task?",C,Section B,Logistic Regression
posttest2,sectionB_recommender_system_q1,"Which accuracy metric calculates the square root of the average of squared differences between predicted ratings and actual user ratings, thereby placing a heavier penalty on larger prediction errors?",B,Section B,Recommender System
posttest2,sectionB_recommender_system_q2,"In Content-based Filtering systems, what is the primary mathematical purpose of integrating the Inverse Document Frequency (IDF) component into TF-IDF term weighting?",B,Section B,Recommender System
posttest2,sectionB_recommender_system_q3,Why is Item-based Collaborative Filtering often preferred over User-based Collaborative Filtering in massive commercial web systems (like Amazon or Netflix)?,B,Section B,Recommender System
posttest2,sectionB_recommender_system_q4,"From a strategic product perspective, what is the core benefit of designing a recommender engine that successfully suggests niche, obscure items located in the ""Long Tail"" of the distribution?",C,Section B,Recommender System
posttest2,sectionB_recommender_system_q5,"Suppose a user profile vector and an item feature vector are represented in a binary space. If the dot product of these two vectors yields a high value, what does this mathematically imply in a Content-based Filtering framework?",B,Section B,Recommender System
posttest2,sectionB_recommender_system_q6,"In a Memory-based Collaborative Filtering setup, User A and User B have a high Pearson Correlation Coefficient of 0.88. If User A highly rates a newly released item with 5 stars, what rating is the system most likely to predict for User B regarding this identical item?",B,Section B,Recommender System
posttest2,sectionB_recommender_system_q7,"What is the fundamental scalable disadvantage of using a pure ""Memory-based"" (Neighborhood) Collaborative Filtering approach in a production system containing millions of active users and items?",C,Section B,Recommender System
posttest2,sectionB_recommender_system_q8,"How does the ""Recursive Collaborative Filtering"" approach attempt to mitigate the intense challenge of data sparsity within a highly sparse rating matrix?",B,Section B,Recommender System
posttest2,sectionB_recommender_system_q9,"An AI researcher evaluates a new music recommendation system and notes that while the raw offline validation accuracy (RMSE) is poor, live A/B testing yields extremely high user satisfaction and click-through rates. How can you explain this outcome?","Filter bubbles isolate users in ideological echo chambers, severely reducing information diversity and reinforcing confirmation bias or societal polarization.",Section B,Recommender System
posttest2,sectionB_recommender_system_q10,"Imagine you are designing a Hybrid Recommender System architecture specifically tailored to eliminate the ""New User Cold Start"" problem while maintaining high scalability. Propose the most robust combination of methodologies.","Use Content-Based filtering initially to generate recommendations using item metadata, then seamlessly integrate Collaborative Filtering as interaction data accumulates.",Section B,Recommender System
posttest2,sectionB_recommender_system_q11,"Project Eco-Routing deploys a food delivery feature on its platform. A user named Bob frequently orders high-calorie ""Burgers"" and ""Pizzas"" from vendors located within a 2-kilometer radius. If the platform utilizes a Content-based Filtering approach, which item is the system most likely to recommend to Bob next?",B,Section B,Recommender System
posttest2,sectionB_recommender_system_q12,"The platform expands its services to a brand-new residential district. A newly registered restaurant has just uploaded its menu, but no users have ordered from it or rated its items yet. Which specific challenge of Recommender Systems is occurring here, and what is the best strategy to mitigate it using the available data?",C,Section B,Recommender System
posttest2,sectionB_recommender_system_q13,"In User-based Collaborative Filtering, when predicting a rating for an active user on a target restaurant, the system calculates the similarity between users. Why is it a standard practice to subtract a user's average rating from their actual rating (creating a mean-centered rating) before calculating the weighted prediction score?",C,Section B,Recommender System
posttest2,sectionB_recommender_system_q14,"During a sudden torrential downpour, the system must recommend optimized emergency shelter or rest points for the human couriers (shippers) to protect them from flooding. You have two recommendation engines available: Model X: High Precision (When it recommends a shelter, it is guaranteed to be safe and open, but it leaves out many nearby available shelters). Model Y: High Recall (It lists every single potentially available shelter in the area, but accidentally includes some locations that are already flooded or closed). Given that couriers are actively driving in dangerous conditions with depleting phone batteries and cannot afford to travel to a closed location, which metric should you prioritize?",B,Section B,Recommender System
posttest2,sectionB_recommender_system_q15,"To scale up the system to handle tens of millions of customers and items, the memory-based Collaborative Filtering approach becomes computationally impossible at run-time. Propose a model-based recommendation architecture that maps both users and items into a shared, lower-dimensional latent factor space (e.g., of size K) to predict missing ratings via dot products, and specify the primary mathematical technique used.",B,Section B,Recommender System
posttest2,sectionB_association_rules_mining_q1,Which evaluation metric represents the proportion of the total transactions in the database that contain both itemset X and itemset Y simultaneously?,B,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q2,"According to the downward-closure property of support (the Apriori Principle), if an itemset is found to be infrequent (below minSup), what can be strictly concluded about all of its supersets?",B,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q3,"Why does the Apriori algorithm perform a specific ""Prune step"" during candidate generation (Apriori-gen) by checking the frequency of all (k-1)-subsets of a candidate k-itemset?",B,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q4,The Association Rules Mining problem is traditionally decomposed into two distinct sub-problems. What is the primary focus and computational bottleneck handled in the first sub-problem?,C,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q5,"Given a database of 500 grocery transactions. If ""Milk"" appears in 300 transactions, ""Bread"" appears in 200 transactions, and both ""Milk"" and ""Bread"" appear together in 150 transactions, calculate the exact Confidence of the association rule: {Milk} -> {Bread}.",B,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q6,"Utilizing the same database details from Question 5 (500 total transactions, 150 co-occurrences of Milk and Bread), what is the exact Support value for the itemset {Milk, Bread}?",B,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q7,"What is the fundamental structural reason why the FP-Growth algorithm typically runs significantly faster than the Apriori algorithm on large-scale, highly dense transactional datasets?",C,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q8,Consider a frequent itemset X and its subset Y. Compare the Support value of X and the Support value of Y. Which statement is mathematically always true?,B,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q9,A data analyst discovers an association rule that possesses an exceptionally high Confidence level of 95% but a Lift value of 0.82. How should the team critically evaluate the operational value of this rule?,C,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q10,"Suppose you are adapting the traditional association rules mining workflow for a medical safety system where discovering ""Closed Itemsets"" (itemsets where no immediate superset has the same support count) is required to reduce rule redundancy. How would you modify the candidate evaluation procedure?",Assign risk-severity weights or specialized interest metrics to drug interactions so critical pairs are prioritized regardless of low purchase frequency (support).,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q11,"An engineer runs the Apriori algorithm on the ""Interaction Matrix & Order Logs"" database to find items frequently co-purchased by citizens in a single order. Suppose the minimum support threshold is set to 2% and minimum confidence is set to 60%. The system discovers the following rule: {Fast Food} -> {Soft Drink} [Support = 3%, Confidence = 75%]. Which of the following statements is the most accurate interpretation of this result?",B,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q12,"During peak rainy hours, traffic density surges and delivery delays occur frequently. The data team wants to mine association rules where the consequent (Y) is strictly fixed as the item {Delivery Delay} to find environmental factors leading to this state. If they significantly decrease the minimum support threshold (minSup) to capture rare extreme weather events, how will this modification affect the computational complexity of the Apriori algorithm?",C,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q13,"The operational team compares two association rules generated from the order history logs: Rule 1: {Fried Chicken} -> {French Fries} [Support = 10%, Confidence = 70%, Lift = 1.2], Rule 2: {Burger} -> {Napkins} [Support = 5%, Confidence = 85%, Lift = 0.95]. How should the team evaluate these two rules for a cross-selling campaign on the app?",C,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q14,"To optimize space in a regional satellite depot, engineers want to discover ""Closed Itemsets"" from the parcel transaction logs (itemsets where no immediate superset has the exact same support count). How should they mathematically evaluate a candidate itemset C to confirm it qualifies as a Closed Itemset?",B,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q15,The traditional Apriori algorithm suffers from extreme performance bottlenecks when mining large-scale logistics data due to generating millions of candidate itemsets. You are tasked with designing a modified framework that eliminates candidate generation entirely and only scans the database twice by compressing the transactional transaction logs into a frequent-pattern tree structure. Which algorithmic paradigm should you choose to build this framework?,C,Section B,Association Rules Mining
posttest2,sectionB_latent_dirichlet_allocation_q1,"In LDA, what do the hyperparameters alpha and beta represent?",B,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q2,Which sampling method is most commonly used for inference in LDA?,A,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q3,Why is LDA considered a generative probabilistic model?,B,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q4,What is the main difference between LDA and pLSA?,A,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q5,"If a document has topic distribution theta = [0.6, 0.3, 0.1], what does this mean?",B,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q6,What happens when the number of topics (K) is set too high in LDA?,B,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q7,Which of the following is a major limitation of LDA?,A,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q8,What is a key ethical concern when using LDA on private user messages?,B,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q9,When is LDA most suitable for a task?,"Mentions at least one valid reason: wrong K, poor preprocessing, bad parameters, or unsuitable data.",Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q10,Which technique is most effective to improve privacy in an LDA-based user profiling system?,Provides one real-world application + brief correct explanation of how LDA is used.,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q11,"The data team applies LDA on the ""Customer Feedback & Call Center Logs"" (unstructured text data) to discover hidden topics in customer complaints. After training a 5-topic LDA model, one topic shows high probability words: delay, rain, traffic, late, flooded. Which of the following is the most accurate interpretation?",B,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q12,"When running LDA on tens of thousands of customer reviews, the team notices that increasing the number of topics (K) from 5 to 20 causes the average coherence score to rise initially then drop sharply after K=12. What does this phenomenon indicate?",A,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q13,"The team compares two topics generated by LDA from courier call logs: Topic A: battery, low, recharge, warning, stop (high probability); Topic B: friendly, fast, polite, helpful, smile (high probability). How should the team evaluate these two topics for operational improvement?",B,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q14,"The engineering team wants to use LDA topic distributions as features for predicting customer satisfaction (1-5 stars). They notice that documents with high proportion in the ""Damaged Package"" topic consistently receive low satisfaction scores. Which statement is correct?",B,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q15,"The current LDA model treats each customer review as a single document. However, delivery feedback contains multiple aspects (courier behavior, package condition, timing, etc.). Propose an improved modeling approach using LDA principles to better capture these multiple aspects.",B,Section B,Latent Dirichlet Allocation
posttest2,sectionB_linear_regression_q1,What is the primary goal of Simple Linear Regression?,B,Section B,Linear Regression
posttest2,sectionB_linear_regression_q2,"In the linear regression equation Y = b0 + b1*X + e, what does b1 represent?",B,Section B,Linear Regression
posttest2,sectionB_linear_regression_q3,What is the fundamental difference between Simple Linear Regression and Multiple Linear Regression?,B,Section B,Linear Regression
posttest2,sectionB_linear_regression_q4,Explain the meaning of a coefficient of determination (R2) value of 0.85 in a model.,B,Section B,Linear Regression
posttest2,sectionB_linear_regression_q5,"A model predicts house price (Y) based on square footage (X) with the equation Price = 50,000 + 100 * SqFt. If a house is 2,000 SqFt, what is the predicted price?",A,Section B,Linear Regression
posttest2,sectionB_linear_regression_q6,Which loss function is most commonly minimized during the training of a standard Linear Regression model using the Ordinary Least Squares (OLS) method?,C,Section B,Linear Regression
posttest2,sectionB_linear_regression_q7,"When performing residual analysis, if you observe a distinct pattern (e.g., a parabolic shape) in the plot of residuals versus fitted values, what does this indicate about the linear regression model?",B,Section B,Linear Regression
posttest2,sectionB_linear_regression_q8,"Why is it crucial to check for multicollinearity in Multiple Linear Regression, and what statistical measure is often used to detect it?",B,Section B,Linear Regression
posttest2,sectionB_linear_regression_q9,"Evaluate the trade-off between using a high-degree polynomial regression model (which perfectly fits the training data) versus a simple linear regression model for future prediction. Which model is generally preferred for generalization, and why?","The simple linear regression model is generally preferred for generalization. The high-degree polynomial model, while perfectly fitting the training data, is prone to overfitting, which leads to poor performance on new, unseen data.",Section B,Linear Regression
posttest2,sectionB_linear_regression_q10,"Propose a hypothetical feature transformation (e.g., squaring, logging) for the independent variable X in a dataset where the relationship between X and Y is initially exponential, and briefly explain why this transformation is necessary for Linear Regression.","Example Transformation: Transform x to logX (logarithmic transformation). This is necessary because Linear Regression assumes a linear relationship between X and Y. The log transformation effectively linearizes the initial exponential relationship, allowing the standard Linear Regression assumptions to be met.",Section B,Linear Regression
posttest2,sectionB_linear_regression_q11,"The Eco-Routing system estimates the Estimated Time of Arrival (ETA, in minutes, Y) based on Distance (km, X) using the Simple Linear Regression model: Y = 3 + 1.8 * X. If an AEV has a distance of 15 km to cover, what is the predicted ETA?",C,Section B,Linear Regression
posttest2,sectionB_linear_regression_q12,"A Multiple Linear Regression (MLR) model predicts the AEV's Energy Consumption (Y, kWh) based on Motor Temperature (X1) and Average Speed (X2). If the coefficient beta 1 (for Motor Temperature) is 0.05, assuming all other factors remain constant, what is the statistical meaning of this finding?",C,Section B,Linear Regression
posttest2,sectionB_linear_regression_q13,"Eco-Routing engineers observe that two input variables for the prediction model (Delay Time X1 and Traffic Level X2, both derived from the IoT Sensor Grid) are nearly perfectly correlated (r > 0.95). What severe statistical problem occurs when running Multiple Linear Regression (MLR) with these two variables?",B,Section B,Linear Regression
posttest2,sectionB_linear_regression_q14,"An MLR model predicting customer satisfaction (Y, scale 1-5) has a very high Coefficient of Determination (R2 = 0.92). However, upon inspecting the Residual Plot, the residual points form a distinct U-shape (parabolic pattern). Which evaluation is correct?",C,Section B,Linear Regression
posttest2,sectionB_linear_regression_q15,"Data from the IoT Sensor Grid shows that the relationship between Distance Traveled (X) and Remaining Battery Capacity (Y) is non-linear, where the rate of battery depletion slows down as distance increases (diminishing returns). To enable the use of standard Linear Regression, propose a common transformation for the independent variable X.",C,Section B,Linear Regression
posttest2,sectionB_word_embedding_q1,What is the key advantage of FastText over Word2Vec?,C,Section B,Word Embedding
posttest2,sectionB_word_embedding_q2,Why do static embeddings (e.g. Word2Vec) struggle with polysemy?,C,Section B,Word Embedding
posttest2,sectionB_word_embedding_q3,What is the main advantage of contextual embeddings (e.g. BERT) over static embeddings?,D,Section B,Word Embedding
posttest2,sectionB_word_embedding_q4,"In the analogy ""king - man + woman ≈ ?"", what is the expected result?",D,Section B,Word Embedding
posttest2,sectionB_word_embedding_q5,How can you best evaluate the quality of word embeddings?,D,Section B,Word Embedding
posttest2,sectionB_word_embedding_q6,"What type of bias is shown if ""doctor"" is closer to ""man"" and ""nurse"" to ""woman""?",D,Section B,Word Embedding
posttest2,sectionB_word_embedding_q7,What is a major limitation of GloVe compared to BERT?,A,Section B,Word Embedding
posttest2,sectionB_word_embedding_q8,Why is bias in word embeddings dangerous in real applications?,C,Section B,Word Embedding
posttest2,sectionB_word_embedding_q9,Which method is most effective for reducing bias in word embeddings?,"Mentions at least one: poor training data, small corpus, bad hyperparameters, lack of preprocessing",Section B,Word Embedding
posttest2,sectionB_word_embedding_q10,Which approach is best for creating good word embeddings for Vietnamese?,"Provides valid application + correct explanation (e.g., search, recommendation, NLP tasks)",Section B,Word Embedding
posttest2,sectionB_word_embedding_q11,"The team trains Word Embeddings on the customer feedback corpus. The vector for ""delay"" is very close to the vectors of ""late"", ""traffic"", and ""rainy"". What does this closeness indicate?",A,Section B,Word Embedding
posttest2,sectionB_word_embedding_q12,"When using pre-trained Word Embeddings (e.g., Word2Vec or GloVe) trained on general English data versus embeddings trained specifically on the logistics customer review corpus, which one is generally better for understanding domain-specific terms like ""satellite depot"", ""last-mile"", ""AEV"", and ""gig-shipper""?",B,Section B,Word Embedding
