test,question_id,question_text,reference_answer,section,topic
posttest1,sectionB_linear_regression_q2,"In the equation Y = β0 + β1X + ϵ, what does ϵ represent?",C. The residual error,Section B,Linear Regression
posttest1,sectionB_linear_regression_q3,What is the fundamental difference between Simple and Multiple Linear Regression?,B. Simple uses one predictor; Multiple uses two or more,Section B,Linear Regression
posttest1,sectionB_linear_regression_q4,Explain the meaning of an R-squared value of 0.85 in a model.,B. 85% of variance in Y is predictable from X,Section B,Linear Regression
posttest1,sectionB_linear_regression_q5,"Model Price = 50,000 + 100 * SqFt. If a house is 2,000 SqFt, what is the predicted price?","A. $250,000",Section B,Linear Regression
posttest1,sectionB_linear_regression_q6,Which loss function is most commonly minimized using Ordinary Least Squares (OLS)?,C. Mean Squared Error (MSE),Section B,Linear Regression
posttest1,sectionB_linear_regression_q7,"If you observe a parabolic shape in residual plot, what does it indicate?",B. Assumption of linearity has been violated,Section B,Linear Regression
posttest1,sectionB_linear_regression_q8,Why check for multicollinearity in Multiple Linear Regression?,"B. Inflates standard errors, making coefficients unstable",Section B,Linear Regression
posttest1,sectionB_linear_regression_q9,High-degree polynomial versus simple linear model for future prediction: which generalize better?,"A. Simple linear model, because polynomial is prone to overfitting",Section B,Linear Regression
posttest1,sectionB_linear_regression_q10,Propose a transformation for X when the relationship is exponential.,A. Transform X to log(X) to linearize the relationship,Section B,Linear Regression
posttest1,sectionB_word_embedding_q1,What is the purpose of Word Embedding?,B. Dense vector representation of words,Section B,Word Embedding
posttest1,sectionB_word_embedding_q2,Which model is commonly used to learn embeddings?,B. Word2Vec,Section B,Word Embedding
posttest1,sectionB_word_embedding_q3,Why are embeddings better than one-hot vectors?,B. Capture semantic similarity,Section B,Word Embedding
posttest1,sectionB_word_embedding_q4,What is the difference between CBOW and Skip-gram?,B. CBOW predicts word from context; Skip-gram predicts context from word,Section B,Word Embedding
posttest1,sectionB_word_embedding_q5,"""king - man + woman ≈ ?""",B. queen,Section B,Word Embedding
posttest1,sectionB_word_embedding_q6,"If two words share similar contexts, what happens?",B. Similar embeddings,Section B,Word Embedding
posttest1,sectionB_word_embedding_q7,What is a limitation of Word2Vec?,B. Cannot capture multiple meanings (polysemy),Section B,Word Embedding
posttest1,sectionB_word_embedding_q8,"A Word2Vec model learns associations like ""doctor → male"" and ""nurse → female"". What does this indicate?",B. Learned societal bias from training data,Section B,Word Embedding
posttest1,sectionB_word_embedding_q9,Why is bias in word embeddings problematic in real-world applications?,C. It can propagate unfair or discriminatory decisions in downstream systems,Section B,Word Embedding
posttest1,sectionB_word_embedding_q10,How would you mitigate bias in word embeddings?,B. Apply debiasing techniques or retrain on balanced data,Section B,Word Embedding
posttest2,sectionA_yearOfStudy,1. Current year of study,,Section A,
posttest2,sectionA_gender,2. Gender,,Section A,
posttest2,sectionA_studentStatus,3. Current status,,Section A,
posttest2,sectionA_selfLearningScale,4. Self-learning ability (1-5),,Section A,
posttest2,sectionA_topicFirst,5. First topic selected for assessment,,Section A,
posttest2,sectionA_topicSecond,6. Second topic selected for assessment,,Section A,
posttest2,sectionA_studiedTopic1,7. Studied Topic 1 before?,,Section A,
posttest2,sectionA_studiedTopic2,8. Studied Topic 2 before?,,Section A,
posttest2,sectionA_familiarityTopic1Scale,9. Familiarity with Topic 1 (1-5),,Section A,
posttest2,sectionA_familiarityTopic2Scale,10. Familiarity with Topic 2 (1-5),,Section A,
posttest2,sectionA_usedGenAi,11. Used GenAI tools for learning?,,Section A,
posttest2,sectionA_aiLearningFrequency,12. Frequency of using AI for learning,,Section A,
posttest2,sectionA_aiToolPrimary,13. AI tool used most,,Section A,
posttest2,sectionA_aiStudyPurpose,14. Primary purpose of using AI,,Section A,
posttest2,sectionA_attendedAiTraining,15. Attended AI course or workshop?,,Section A,
posttest2,sectionB_fuzzy_logic_q1,"What is the term for a mathematical function used in Fuzzy Logic to define the degree of truth of a statement, mapping input values to the interval [0, 1]?",C. Membership Function,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q2,The Mamdani-type Fuzzy Inference System typically uses which operator for the implication step (applying the rule strength to the output fuzzy set)?,A. Min (or product),Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q3,Why is the Center of Gravity (Centroid) method generally considered the most robust defuzzification technique?,B. It considers the entire shape and area of the aggregated fuzzy output set.,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q4,"Explain the consequence of using the Bounded Sum (A ⊕ B = min(1, μA(x) + μB(x))) as the S-norm (OR operator) compared to the standard Max operator.","B. Bounded Sum can allow the resulting membership degree to exceed Max(μA, μB), potentially reaching 1 faster when the two sets overlap significantly.",Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q5,"A system has two rules contributing to the output 'Strong Wind': Rule 1 firing strength is 0.7, and Rule 2 firing strength is 0.9. If the output sets are aggregated using the standard Max (Union) operator, what is the height of the combined fuzzy set 'Strong Wind'?",B. 0.9,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q6,"Given a fuzzy set A = { (1, 0.2), (2, 0.8), (3, 0.5) } and a fuzzy set B = { (1, 0.6), (2, 0.3), (3, 0.9) }. Calculate the membership values for the intersection A ∩ B using the standard Min operator.","C. {(1, 0.2), (2, 0.3), (3, 0.5)}",Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q7,"In a complex control system, if the number of input variables and the number of linguistic terms per variable both increase, what is the primary consequence concerning the rule base?",C. The rule base suffers from combinatorial explosion (exponential growth in the number of rules).,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q8,"Compare a Mamdani FIS that uses the Min operator for implication and the Center of Gravity (COG) for defuzzification versus a Sugeno FIS using weighted average. Which system is generally faster for real-time control, and why?","C. Sugeno, because it avoids the computationally intensive integration required by the COG defuzzification method.",Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q9,"Evaluate the critical trade-off when selecting a narrow (steep slope) versus a wide (gentle slope) Membership Function for the linguistic term ""High"" in a temperature controller.","B. A narrow MF increases the system's sensitivity to small input changes, potentially leading to oscillatory control.",Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q10,"Design a fuzzy rule that addresses the concept of hedging or uncertainty by linking a highly certain input state with a moderately conservative output action. Use the linguistic variables: Input_Certainty (Very_High, Moderate) and Output_Action (Aggressive, Cautious, Neutral).",C. IF Input_Certainty IS Very_High THEN Output_Action IS Cautious.,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q11,"The Eco-Routing system utilizes human courier reports labeled ""heavily congested"" or ""clear"" (Data Source 2). Which Fuzzy Logic component is responsible for taking a precise, real-time traffic density sensor reading (e.g., 45 cars/km) and converting it into a degree of membership for the linguistic term ""Heavily Congested""?",C. Fuzzifier,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q12,"Two control rules contribute to the AEV's desired 'Minimum Speed' state: Rule 1 (Battery is Low) has a derived strength of 0.6, and Rule 2 (Motor Temp is High) has a derived strength of 0.9. If the output fuzzy sets are aggregated (combined) using the standard fuzzy Max operator, what is the height (degree of membership) of the resulting combined fuzzy set 'Minimum Speed'?",B. 0.9,Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q13,"The Project Eco-Routing team is choosing between a standard Crisp controller (fixed thresholds) and a Fuzzy Logic controller for the AEV’s motor speed. If the control input (e.g., motor temperature) constantly crosses a sharp, fixed threshold, what is the major drawback of the Crisp Logic system compared to the Fuzzy system?","B. The crisp system will cause abrupt and continuous oscillation (chattering) of the control action (e.g., emergency fan activation) near the boundary.",Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q14,"In Project Eco-Routing, the engineer uses a narrow (steep slope) Membership Function for the linguistic term ""Battery is Low."" What is the primary consequence of using a narrow Membership Function on the sensitivity and stability of the AEV's control system?","C. It increases the system's sensitivity, causing the AEV to switch control states rapidly and potentially leading to oscillatory behavior with small battery fluctuations.",Section B,Fuzzy Logic
posttest2,sectionB_fuzzy_logic_q15,"Propose a Mamdani-type fuzzy rule for Project Eco-Routing designed to optimize the AEV's operational safety and resource management under worst-case scenarios, using the linguistic inputs: Traffic (High, Low) and Battery (Low, Adequate).",C. IF Traffic IS High AND Battery IS Low THEN Route IS Cautious (Detour/Recharge).,Section B,Fuzzy Logic
posttest2,sectionB_deep_neural_networks_q1,What is the main benefit of using Residual Connections in deep networks?,C. Helps mitigate vanishing gradient problem,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q2,Which activation function is most commonly used in modern deep neural networks?,D. ReLU,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q3,Why is Batch Normalization commonly used?,B. To stabilize and speed up training,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q4,What does the vanishing gradient problem cause?,C. Gradients become very small in early layers,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q5,What should you do first if you observe exploding gradients?,D. Apply Gradient Clipping,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q6,"If your DNN is severely overfitting, which technique is most effective?",D. Use Dropout and Weight Decay,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q7,Why have Transformers largely replaced RNNs in many tasks?,D. Transformers handle long-range dependencies better via self-attention,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q8,What is the main risk when a DNN is used for hiring decisions?,C. Algorithmic bias from training data,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q9,What is the biggest concern with highly accurate but black-box DNNs in healthcare?,D. Lack of interpretability and trust,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q10,Which approach is best to reduce gender bias in a DNN for loan approval?,D. Apply fairness constraints and remove sensitive features,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q11,"The team builds a Deep Neural Network to predict customer satisfaction score (1-5) using features from multiple data sources (order history, IoT telemetry, and text sentiment). This is a regression task. Which loss function is most appropriate?",B. Mean Squared Error (MSE),Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q12,"A DNN is trained to classify road conditions (Clear / Congested / Dangerous) from AEV dashcam images (Vision Stream). During training, the validation loss stops decreasing while training loss continues to drop significantly. What problem is occurring?",B. Overfitting,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q13,The team uses a Deep Neural Network with 6 hidden layers to predict AEV energy consumption. They observe that adding more layers improves training accuracy but makes the model very slow and unstable during training. What is the most likely cause?,B. Vanishing or Exploding Gradient Problem.,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q14,"The team has two models for predicting delivery delay (binary classification): Model X: Very deep DNN (many layers) - High training accuracy, moderate validation accuracy. Model Y: Shallower DNN with Residual Connections (ResNet-style) - Slightly lower training accuracy but much better validation accuracy and generalization. Which model should be chosen for real-time deployment and why?",B. Model Y because residual connections help mitigate degradation problem and improve generalization.,Section B,Deep Neural Networks
posttest2,sectionB_deep_neural_networks_q15,"Design a suitable Deep Neural Network architecture for multi-task learning in Project Eco-Routing that simultaneously: (1) predicts delivery delay, (2) estimates customer satisfaction, and (3) detects unsafe road conditions from images.",B. A shared backbone network with multiple task-specific heads (Multi-Task Learning).,Section B,Deep Neural Networks
posttest2,sectionC_c1,"In the past 2 months, I have actively read extra materials, research papers, or attended courses related to the 2 selected technical topics.",,Section C,
posttest2,sectionC_c2,"I still frequently apply or reference the foundational concepts of these 2 topics in my current projects, assignments, or daily technology discussions.",,Section C,
posttest2,sectionC_c3,"I have continued to use GenAI tools (e.g., ChatGPT, Gemini, Copilot) to explore and deepen my understanding of these technical topics over the last 2 months.",,Section C,
posttest2,sectionC_c4,"When encountering a new or difficult problem within these topics nowadays, my first instinct is still to consult an AI tool before looking elsewhere.",,Section C,
posttest2,sectionC_c5,"After 2 months of independent learning, I feel more capable of analyzing and filtering out the biased or inaccurate technical responses generated by AI.",,Section C,
posttest2,sectionC_c6,I now double-check AI-generated code or mathematical formulas against official documentation more rigorously than I did during the course.,,Section C,
posttest2,sectionC_c7,My trust in AI's capacity to explain highly complex computer science models has consolidated and become more stable over time.,,Section C,
posttest2,sectionC_c8,"I feel that I have become less dependent on AI for straight answers, using it more as a brainstorming partner for technical logic.",,Section C,
posttest2,sectionC_c9,"Without AI tools, I would find it significantly harder to solve the structural and algorithmic problems of these 2 selected topics today.",,Section C,
posttest2,sectionC_c10,The AI-supported learning habits I developed during the Intelligent Systems (IS) course have successfully transferred into my self-study routines for other university subjects.,,Section C,
posttest2,sectionB_logistic_regression_q1,What is the primary difference between Linear Regression and Logistic Regression regarding the dependent variable (Y)?,A. Linear Regression predicts continuous values; Logistic Regression predicts probabilities for binary outcomes.,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q2,Which function is applied in Logistic Regression to map the output of the linear equation into a probability range between 0 and 1?,C. Sigmoid Function,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q3,Why does Logistic Regression use the Sigmoid function instead of directly using the linear equation Y = b0 + b1*X + e?,B. To transform the output into a value that can be interpreted as a valid probability (between 0 and 1).,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q4,"In Logistic Regression, the log-odds (logit) is defined as the logarithm of the ratio of the probability of success (p) to the probability of failure (1 - p). What is the formula for the log-odds?",A. ln(p / (1 - p)),Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q5,A Logistic Regression model provides a log-odds (logit) value of 0 for a specific customer. What is the calculated probability (p) that this customer belongs to the positive class?,B. 0.5,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q6,Which mathematical function is typically minimized as the cost function (loss function) when training a Logistic Regression model?,C. Cross-Entropy Loss (or Log Loss),Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q7,How should a coefficient beta be interpreted in Logistic Regression?,C. A one-unit increase in X increases the log-odds of the positive class by beta.,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q8,"In a classification dataset, if the data points are perfectly separated by a linear boundary, why might training a standard (unregularized) Logistic Regression model lead to numerical issues?","B. The coefficients (beta) will approach infinity, indicating complete separation (perfect fit).",Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q9,"For a system designed to predict whether a manufacturing machine will fail (positive class) or run normally (negative class), which metric should be prioritized and why?","B. Recall, because minimizing False Negatives (missed failures) is essential to prevent costly operational damage.",Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q10,"Propose a specific architecture or method to adapt a Binary Logistic Regression model for a problem with three or more mutually exclusive classes (e.g., predicting Low, Medium, or High risk levels).",C. Use Multinomial Logistic Regression (Softmax Regression) or the One-vs-Rest (OvR) approach.,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q11,"The Eco-Routing system predicts the probability of an AEV motor 'Overheating' (Y=1) based on real-time data from the IoT Sensor Grid. If the Logistic Regression model outputs a log-odds (logit) value of -0.8 for the current motor status, calculate the approximate probability (p) of the AEV motor overheating.",B. 0.31,Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q12,"A Logistic Regression model predicts the likelihood of a human courier receiving a 'Low Satisfaction Score' (Y=1) based on several factors, including 'Route Distance' (X). If the coefficient for Route Distance is beta = 0.25 (positive), how should this coefficient be interpreted in terms of the risk?","C. A 1 km increase in Route Distance increases the log-odds (logit) of receiving a low satisfaction score by 0.25, holding all other factors constant.",Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q13,"The Eco-Routing system is required to predict the binary outcome 'Package Damaged' (Yes/No) based on AEV velocity and road conditions. Why is Logistic Regression, which uses the Sigmoid function, the appropriate choice over standard Linear Regression for this classification task?","B. The Sigmoid function bounds the output between [0, 1], allowing the result to be interpreted as a valid probability of damage, which Linear Regression's unbounded output cannot guarantee.",Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q14,"The system uses Logistic Regression to predict 'Immediate AEV Failure' (Y=1) based on motor diagnostics. Given that the cost of a False Negative (failing to predict a failure that leads to a crash) is extremely high, which evaluation metric should the engineering team prioritize when setting the classification probability threshold?","B. Recall (minimizing False Negatives, or missed actual failures).",Section B,Logistic Regression
posttest2,sectionB_logistic_regression_q15,"The logistics team wants to extend the predictive capability to classify delivery outcomes into three mutually exclusive levels: 'On Time,' 'Minor Delay,' and 'Major Delay.' What is the required architectural modification to adapt the framework from Binary Logistic Regression to handle this multi-class classification task?",C. Employing Multinomial Logistic Regression (Softmax Regression) or training multiple One-vs-Rest (OvR) binary models.,Section B,Logistic Regression
posttest2,sectionB_recommender_system_q1,"Which accuracy metric calculates the square root of the average of squared differences between predicted ratings and actual user ratings, thereby placing a heavier penalty on larger prediction errors?",B. Root Mean Square Error (RMSE),Section B,Recommender System
posttest2,sectionB_recommender_system_q2,"In Content-based Filtering systems, what is the primary mathematical purpose of integrating the Inverse Document Frequency (IDF) component into TF-IDF term weighting?","B. To reduce the relative weight of generic words that appear across almost all items, highlighting unique descriptive terms.",Section B,Recommender System
posttest2,sectionB_recommender_system_q3,Why is Item-based Collaborative Filtering often preferred over User-based Collaborative Filtering in massive commercial web systems (like Amazon or Netflix)?,B. Item relationships and similarity scores are more stable and the total number of items is often significantly smaller or changes slower than the shifting number of active users.,Section B,Recommender System
posttest2,sectionB_recommender_system_q4,"From a strategic product perspective, what is the core benefit of designing a recommender engine that successfully suggests niche, obscure items located in the ""Long Tail"" of the distribution?","C. It uncovers hidden, personalized items that users would not easily discover on their own, enhancing user serendipity and long-term platform loyalty.",Section B,Recommender System
posttest2,sectionB_recommender_system_q5,"Suppose a user profile vector and an item feature vector are represented in a binary space. If the dot product of these two vectors yields a high value, what does this mathematically imply in a Content-based Filtering framework?",B. The item has attributes that heavily align with the specific features of items the user has liked or interacted with in the past.,Section B,Recommender System
posttest2,sectionB_recommender_system_q6,"In a Memory-based Collaborative Filtering setup, User A and User B have a high Pearson Correlation Coefficient of 0.88. If User A highly rates a newly released item with 5 stars, what rating is the system most likely to predict for User B regarding this identical item?","B. A high predicted rating, adjusted against User B’s baseline average rating behavior.",Section B,Recommender System
posttest2,sectionB_recommender_system_q7,"What is the fundamental scalable disadvantage of using a pure ""Memory-based"" (Neighborhood) Collaborative Filtering approach in a production system containing millions of active users and items?","C. The entire rating matrix must reside in memory to compute similarities at runtime, making it computationally expensive and non-scalable as data grows.",Section B,Recommender System
posttest2,sectionB_recommender_system_q8,"How does the ""Recursive Collaborative Filtering"" approach attempt to mitigate the intense challenge of data sparsity within a highly sparse rating matrix?","B. By iteratively predicting missing ratings for standard neighbors first, and then using those synthetic predictions as pseudo-ground truth inputs to calculate recommendations for the active user.",Section B,Recommender System
posttest2,sectionB_recommender_system_q9,"An AI researcher evaluates a new music recommendation system and notes that while the raw offline validation accuracy (RMSE) is poor, live A/B testing yields extremely high user satisfaction and click-through rates. How can you explain this outcome?","B. The system may excel at explanation transparency, diversity, and delivering surprising yet relevant suggestions (Serendipity) which users value, despite missing the exact numerical rating targets.",Section B,Recommender System
posttest2,sectionB_recommender_system_q10,"Imagine you are designing a Hybrid Recommender System architecture specifically tailored to eliminate the ""New User Cold Start"" problem while maintaining high scalability. Propose the most robust combination of methodologies.","B. Initialize a Knowledge-based or Content-based questionnaire during user onboarding to capture explicit preferences, then seamlessly transition to a Model-based Collaborative Filtering system (e.g., SVD) once the user accumulates interaction data.",Section B,Recommender System
posttest2,sectionB_recommender_system_q11,"Project Eco-Routing deploys a food delivery feature on its platform. A user named Bob frequently orders high-calorie ""Burgers"" and ""Pizzas"" from vendors located within a 2-kilometer radius. If the platform utilizes a Content-based Filtering approach, which item is the system most likely to recommend to Bob next?","B. A popular ""Fried Chicken"" dish (Categorized as Fast Food) from a local vendor located 1.5 kilometers away.",Section B,Recommender System
posttest2,sectionB_recommender_system_q12,"The platform expands its services to a brand-new residential district. A newly registered restaurant has just uploaded its menu, but no users have ordered from it or rated its items yet. Which specific challenge of Recommender Systems is occurring here, and what is the best strategy to mitigate it using the available data?",C. New Item Cold Start Problem; mitigated by using Content-based Filtering to match the textual descriptions and categories of the new dishes with the historical preferences of users who like similar cuisines.,Section B,Recommender System
posttest2,sectionB_recommender_system_q13,"In User-based Collaborative Filtering, when predicting a rating for an active user on a target restaurant, the system calculates the similarity between users. Why is it a standard practice to subtract a user's average rating from their actual rating (creating a mean-centered rating) before calculating the weighted prediction score?","C. To adjust for individual rating biases, since some users are naturally lenient (giving 5 stars easily) while others are strict (giving 2 stars for average service).",Section B,Recommender System
posttest2,sectionB_recommender_system_q14,"During a sudden torrential downpour, the system must recommend optimized emergency shelter or rest points for the human couriers (shippers) to protect them from flooding. You have two recommendation engines available: Model X: High Precision (When it recommends a shelter, it is guaranteed to be safe and open, but it leaves out many nearby available shelters). Model Y: High Recall (It lists every single potentially available shelter in the area, but accidentally includes some locations that are already flooded or closed). Given that couriers are actively driving in dangerous conditions with depleting phone batteries and cannot afford to travel to a closed location, which metric should you prioritize?",B. Prioritize Model X (High Precision) because a False Positive (recommending a shelter that turns out to be closed) causes catastrophic real-world consequences for a courier stuck in a storm.,Section B,Recommender System
posttest2,sectionB_recommender_system_q15,"To scale up the system to handle tens of millions of customers and items, the memory-based Collaborative Filtering approach becomes computationally impossible at run-time. Propose a model-based recommendation architecture that maps both users and items into a shared, lower-dimensional latent factor space (e.g., of size K) to predict missing ratings via dot products, and specify the primary mathematical technique used.","B. Matrix Factorization (e.g., Singular Value Decomposition - SVD) solved via Stochastic Gradient Descent (SGD).",Section B,Recommender System
posttest2,sectionB_association_rules_mining_q1,Which evaluation metric represents the proportion of the total transactions in the database that contain both itemset X and itemset Y simultaneously?,B. Support,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q2,"According to the downward-closure property of support (the Apriori Principle), if an itemset is found to be infrequent (below minSup), what can be strictly concluded about all of its supersets?",B. All of its supersets must also be infrequent and can be safely pruned.,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q3,"Why does the Apriori algorithm perform a specific ""Prune step"" during candidate generation (Apriori-gen) by checking the frequency of all (k-1)-subsets of a candidate k-itemset?","B. Because if any (k-1)-subset of a candidate k-itemset is infrequent, the candidate itself cannot possibly be frequent, allowing it to be dropped without checking the database.",Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q4,The Association Rules Mining problem is traditionally decomposed into two distinct sub-problems. What is the primary focus and computational bottleneck handled in the first sub-problem?,C. Generating rule implications from every arbitrary item permutation.,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q5,"Given a database of 500 grocery transactions. If ""Milk"" appears in 300 transactions, ""Bread"" appears in 200 transactions, and both ""Milk"" and ""Bread"" appear together in 150 transactions, calculate the exact Confidence of the association rule: {Milk} -> {Bread}.",B. 50%,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q6,"Utilizing the same database details from Question 5 (500 total transactions, 150 co-occurrences of Milk and Bread), what is the exact Support value for the itemset {Milk, Bread}?",B. 40%,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q7,"What is the fundamental structural reason why the FP-Growth algorithm typically runs significantly faster than the Apriori algorithm on large-scale, highly dense transactional datasets?","C. FP-Growth compresses the transactional database into a frequent-pattern tree structure, eliminating candidate generation and requiring only two database scans.",Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q8,Consider a frequent itemset X and its subset Y. Compare the Support value of X and the Support value of Y. Which statement is mathematically always true?,B. Support(X) <= Support(Y),Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q9,A data analyst discovers an association rule that possesses an exceptionally high Confidence level of 95% but a Lift value of 0.82. How should the team critically evaluate the operational value of this rule?,"C. The rule has little to no practical value because a Lift less than 1.0 indicates a negative correlation, meaning the presence of the antecedent actually reduces the likelihood of the consequent occurring.",Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q10,"Suppose you are adapting the traditional association rules mining workflow for a medical safety system where discovering ""Closed Itemsets"" (itemsets where no immediate superset has the same support count) is required to reduce rule redundancy. How would you modify the candidate evaluation procedure?",B. By adding a checking constraint to ensure that an itemset is only retained if all of its supersets possess a strictly smaller support count.,Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q11,"An engineer runs the Apriori algorithm on the ""Interaction Matrix & Order Logs"" database to find items frequently co-purchased by citizens in a single order. Suppose the minimum support threshold is set to 2% and minimum confidence is set to 60%. The system discovers the following rule: {Fast Food} -> {Soft Drink} [Support = 3%, Confidence = 75%]. Which of the following statements is the most accurate interpretation of this result?","B. Fast food and soft drinks are purchased together in exactly 3% of all processed orders, and out of those who ordered fast food, 75% also ordered a soft drink.",Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q12,"During peak rainy hours, traffic density surges and delivery delays occur frequently. The data team wants to mine association rules where the consequent (Y) is strictly fixed as the item {Delivery Delay} to find environmental factors leading to this state. If they significantly decrease the minimum support threshold (minSup) to capture rare extreme weather events, how will this modification affect the computational complexity of the Apriori algorithm?","C. Computational complexity will increase drastically because more itemsets will satisfy the lower threshold, leading to an explosion of candidate generation (Apriori-gen) and repetitive database scans.",Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q13,"The operational team compares two association rules generated from the order history logs: Rule 1: {Fried Chicken} -> {French Fries} [Support = 10%, Confidence = 70%, Lift = 1.2], Rule 2: {Burger} -> {Napkins} [Support = 5%, Confidence = 85%, Lift = 0.95]. How should the team evaluate these two rules for a cross-selling campaign on the app?","C. Rule 1 should be prioritized because Lift > 1 indicates a positive correlation, meaning ordering Fried Chicken actually increases the likelihood of ordering French Fries; whereas Rule 2 has a Lift < 1, implying Burgers and Napkins are negatively correlated or independent despite high confidence.",Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q14,"To optimize space in a regional satellite depot, engineers want to discover ""Closed Itemsets"" from the parcel transaction logs (itemsets where no immediate superset has the exact same support count). How should they mathematically evaluate a candidate itemset C to confirm it qualifies as a Closed Itemset?","B. By verifying that for every superset S (where S contains C), the support count of S is strictly less than the support count of C.",Section B,Association Rules Mining
posttest2,sectionB_association_rules_mining_q15,The traditional Apriori algorithm suffers from extreme performance bottlenecks when mining large-scale logistics data due to generating millions of candidate itemsets. You are tasked with designing a modified framework that eliminates candidate generation entirely and only scans the database twice by compressing the transactional transaction logs into a frequent-pattern tree structure. Which algorithmic paradigm should you choose to build this framework?,C. FP-Growth (Frequent Pattern Growth) algorithm utilizing a prefix-tree structure.,Section B,Association Rules Mining
posttest2,sectionB_latent_dirichlet_allocation_q1,"In LDA, what do the hyperparameters alpha and beta represent?",B. Smoothing parameters for topic-document and word-topic distributions,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q2,Which sampling method is most commonly used for inference in LDA?,A. MCMC with Gibbs Sampling,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q3,Why is LDA considered a generative probabilistic model?,B. It models how documents can be generated from topics and words,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q4,What is the main difference between LDA and pLSA?,A. LDA uses Dirichlet priors while pLSA does not,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q5,"If a document has topic distribution theta = [0.6, 0.3, 0.1], what does this mean?",B. 60% of the words are likely generated from the first topic,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q6,What happens when the number of topics (K) is set too high in LDA?,B. Topics become fragmented and less interpretable,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q7,Which of the following is a major limitation of LDA?,A. It cannot handle polysemy well,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q8,What is a key ethical concern when using LDA on private user messages?,B. Privacy violation and lack of consent,Section B,Latent Dirichlet Allocation
posttest2,sectionB_latent_dirichlet_allocation_q9,When is LDA most suitable for a task?,B. Topic discovery in large unlabeled text collections,Section B,Latent Dirichlet Allocation
