subject_code,subject_name,credits,outline_link,outline,level_id
ME5249,Đo lường và đảm bảo chất lượng - Measurement anh Quality Assurance,3,https://grad.hcmut.edu.vn/gv/filedecuongmh/file_dc_024079.doc,,CH
ME5273,Ứng dụng tự động hóa trong Dệt may - Application of Automation in Textile,3,https://grad.hcmut.edu.vn/gv/filedecuongmh/file_dc_024102.docx,,CH
ME5275,Chuỗi giá trị Dệt may - Textile and Clothing Value Chain,3,https://grad.hcmut.edu.vn/gv/filedecuongmh/file_dc_024103.docx,,CH
ME5277,An toàn và Phát triển bền vững trong Dệt may - Safety and Sustainable Development in Textile,3,https://grad.hcmut.edu.vn/gv/filedecuongmh/file_dc_024104.docx,,CH
AS5027,Ứng xử cơ học của vật liệu - Mechanical Behavior of Materials,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125126&manganh=8520101,"{'knowledge': 'Nắm vững các kiến thức tổng quát về các tính chất cơ học vật liệu bao gồm: tính đàn hồi, tính chảy dẻo, tính đàn nhớt, các khái niệm cơ bản về ứng suất và biến dạng, mối quan hệ giữa chúng. Hiểu biết về tính đàn đẳng hướng, tính chảy dẻo vĩ mô, tính đàn nhớt, đặc tính vĩ mô và vi mô của kim loại dẻo, cơ học rạn nứt và các mô hình của nó, cũng như vật liệu composite và các mô hình tính toán liên quan.', 'skills': 'Có khả năng tính toán ứng xử cơ học cho các bài toán ép, kéo tấm vỏ.', 'attitude': 'Không có thông tin', 'textbooks': ['Nguyễn Lương Dũng, Giáo trình tính chất cơ học của vật liệu, Trường Đại học Bách Khoa Tp. HCM, 1993.', 'T. H. Courtney, Mechanical Behavior of Materials, Mc Graw Hill, 1990.'], 'brief_summary': 'Môn học cung cấp kiến thức tổng quát về các tính chất cơ học của vật liệu, giúp người học hiểu và xử lý các ứng xử cơ học của chúng. Nội dung bao gồm các khái niệm về ứng suất, biến dạng, tính đàn đẳng hướng, tính chảy dẻo, tính đàn nhớt, đặc tính của kim loại dẻo, cơ học rạn nứt và vật liệu composite.'}",CH
AS5029,Mô hình hóa động lực học cơ hệ - Modelling of Dynamic Systems,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125127&manganh=8520101,"{'knowledge': 'Môn học cung cấp kiến thức về động học và động lực học vật rắn, phương pháp khảo sát động lực học cơ hệ từ điểm đến cơ cấu phức tạp. Sinh viên sẽ nắm vững các khái niệm cơ bản về mô hình hóa, lý thuyết phương trình vi phân, các định luật cơ bản của Động lực học, và các dạng chuyển động. Ngoài ra, sinh viên còn hiểu biết về quy trình chung trong mô hình hóa và phương pháp giải phương trình vi phân.', 'skills': 'Sinh viên sẽ được trang bị kỹ năng khảo sát động lực học cơ hệ, biết quy trình tiến hành mô hình hóa, lập mô hình toán và đưa hệ kỹ thuật vào mô hình. Các kỹ năng khác bao gồm thiết lập sơ đồ nguyên lý hoạt động, phân tích kết quả và ứng xử động. Đặc biệt, sinh viên còn phát triển kỹ năng tổ chức hoạt động nhóm, hình thành nhóm, phân công trách nhiệm và phối hợp giữa các thành viên.', 'attitude': 'Không có thông tin', 'textbooks': ['Ngô Kiều Nhi, Trần Công Nghị, Dao động kỹ thuật, NXB ĐHQG TpHCM, 2011', 'Vũ Duy Cường, Giáo trình Cơ Lý Thuyết, Nhà xuất bản Đại học Quốc gia TP.HCM'], 'brief_summary': 'Môn Mô Hình Hóa Động Lực Học Cơ Hệ cung cấp kiến thức nền tảng về động học và động lực học vật rắn, hướng dẫn phương pháp khảo sát động lực học cơ hệ. Sinh viên sẽ học cách biểu thị chuyển động và thiết lập các phương trình động lực học để mô hình hóa các hệ thống cơ khí từ đơn giản đến phức tạp.'}",CH
AS5031,Phương pháp PTHH ứng dụng trong cơ kỹ thuật - Applied Finite Element Method in Engineering Mechniacs,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125128&manganh=8520101,"{'knowledge': 'Học viên sẽ nắm vững các kiến thức cơ bản và chuyên sâu về phương pháp phần tử hữu hạn (FEM), bao gồm các phương trình chủ đạo, nguyên lý hình thành và quy trình xây dựng bài toán phân tích kết cấu, truyền nhiệt. Môn học cũng cung cấp kiến thức tổng quát về cơ kỹ thuật, bao gồm tính toán cơ học và mô phỏng, thiết kế, công nghệ chế tạo máy, phân tích số liệu thực nghiệm cơ học, và động lực học điều khiển (CNC).', 'skills': 'Học viên sẽ có kỹ năng vận dụng đúng quy trình xây dựng bài toán phân tích kết cấu bằng FEM, sử dụng thành thạo các phần mềm tính toán FEA như Ansys và Abaqus để phân tích ứng xử cơ học kết cấu (tĩnh và động lực học), phân tích truyền nhiệt trong kết cấu (ổn định và quá độ), và phân tích đa môi trường (cơ-nhiệt). Ngoài ra, học viên sẽ biết cách xây dựng và thực hiện một dự án/đề tài khoa học kỹ thuật theo các bước từ phát ý tưởng đến mô phỏng, chế tạo và thử nghiệm, đồng thời đánh giá và kiểm định kết quả tính toán.', 'attitude': 'Không có thông tin', 'textbooks': ['R.W. Lewis, P. Nithiarasu and K.N. Seetharamu, Fundamentals of the Finite Element Method for Heat and Fluid Flow , Wiley, 2004.', 'Erdogan Madenci and Ibrahim Guven, The Finite Element Method and Applications in Engineering Using ANSYS , Springer, 2015.'], 'brief_summary': 'Môn học ""Phương pháp phần tử hữu hạn ứng dụng trong cơ kỹ thuật"" cung cấp kiến thức nền tảng và kỹ năng ứng dụng phương pháp phần tử hữu hạn (FEM) để phân tích kết cấu trong kỹ thuật. Học viên sẽ học cách sử dụng các phần mềm FEA như Ansys và Abaqus để giải quyết các bài toán về ứng xử cơ học, truyền nhiệt và tương tác cơ-nhiệt của kết cấu. Khóa học cũng trang bị khả năng thực hiện dự án kỹ thuật từ ý tưởng đến mô phỏng, giúp tối ưu hóa quá trình thiết kế và chế tạo.'}",CH
AS5033,Lý thuyết dẻo kỹ thuật - Theory of Engineering Plasticity,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125129&manganh=8520101,,CH
AS5035,Hệ thống điều khiển số - Numeric Control System,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125130&manganh=8520101,"{'knowledge': 'Nắm vững các thuật ngữ, khái niệm và nguyên lý hoạt động của một hệ thống tự động điển hình, bao gồm hệ thống điều khiển vị trí, hệ thống điều khiển, sơ đồ khối, hàm truyền. Phân biệt được hệ thống vòng hở và vòng kín, minh họa và giải thích các tính chất phi tuyến, các dạng đáp ứng của phần tử/hệ thống. Nêu được ba mục tiêu điều khiển và ba tiêu chuẩn đánh giá hệ thống. Minh họa các khái niệm như cơ cấu servo, điều khiển trình tự, hệ thống điều khiển số/tương tự. Trình bày chức năng và mối liên kết giữa các thành phần trong hệ thống điều khiển, nhận biết vai trò của từng thành phần trong hệ thống điển hình như trạm trộn bê tông. Trình bày đặc điểm về nguyên lý, cách vận hành cảm biến, thiết bị rơle, động cơ bước. Trình bày đặc điểm và so sánh giữa 4 loại cơ cấu điều khiển (cơ, điện, điện tử và vi điều khiển). Mô tả được thành phần của một hệ thống CNC và đánh giá đáp ứng của hệ thống điều khiển đối với chế độ điều khiển PID. Trình bày đặc điểm của hệ thống đồng bộ động cơ dùng card PCI, vi điều khiển và các module chuyên dùng. Nhận diện các trạng thái hoạt động của một quá trình rời rạc.', 'skills': 'Biểu diễn và thực hiện các phép biến đổi đơn giản sơ đồ khối của một hệ thống điều khiển. Thực hiện các phép biến đổi tính xung liên quan đến bộ mã hóa. Tra cứu thông tin và trình bày về đặc điểm cơ bản của thiết bị rơle. Giao tiếp thiết bị ngoại vi với PLC và lập trình được các tác vụ cơ bản. Vẽ sơ đồ kết nối và thực hiện nối dây cụ thể giữa PLC với thiết bị ngoại vi. Xác định dạng tín hiệu (trạng thái ON/OFF) của thiết bị theo thời gian trong chương trình PLC. Viết chương trình sử dụng bộ định thì, bộ đếm, và kết hợp các thiết bị X, Y, M cho hệ thống bãi giữ xe. Xây dựng lưu đồ điều khiển, hiện thực mạch điện điều khiển trình tự và mạch điện động lực từ lưu đồ điều khiển. Giới thiệu bản thân một cách tự tin, thiết lập hợp đồng nhóm và minh họa lợi ích ứng dụng tự động hóa thông qua bản đồ tư duy.', 'attitude': 'Nhận thức được mức độ hữu dụng của môn học mang lại trong công tác kỹ sư.', 'textbooks': 'Không có thông tin', 'brief_summary': 'Môn học Hệ thống Điều khiển Số cung cấp cho sinh viên kiến thức vững chắc về các khái niệm, nguyên lý hoạt động và phân tích thành phần của hệ thống tự động. Sinh viên sẽ được trang bị các kỹ năng thực hành quan trọng như lập trình PLC, giao tiếp thiết bị ngoại vi, và thiết kế mạch điều khiển quá trình. Khóa học cũng giúp sinh viên nhận thức rõ ràng về tầm quan trọng và ứng dụng của tự động hóa trong lĩnh vực kỹ thuật.'}",CH
AS5039,Động học Robot - Robot Dynamics,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125132&manganh=8520101,"{'knowledge': 'Sinh viên sẽ nắm vững kiến thức nâng cao về động học hệ vật rắn nhiều bậc tự do, bao gồm các phương pháp vector và tọa độ để biểu thị thông số động học của cơ hệ dạng robot. Khóa học cung cấp kiến thức về phương pháp giải quyết bài toán động học thuận để xác định vị trí, vận tốc, gia tốc và bài toán động học ngược để xác định quy luật điều khiển.', 'skills': 'Sinh viên sẽ phát triển kỹ năng tính toán động học hệ vật rắn nhiều bậc tự do, vận dụng kiến thức để khảo sát các loại robot có lược đồ kết cấu cho trước. Ngoài ra, sinh viên còn có khả năng làm việc theo nhóm và áp dụng các kỹ năng này vào thiết kế máy nhiều bậc tự do như robot, máy gia công CNC cũng như thực hiện luận văn tốt nghiệp.', 'attitude': 'Không có thông tin', 'textbooks': ['John J. Caaig, Introduction to robotics, Addition- Wesley Publishing Company, 1986', 'Lê Hoài Quốc, Kỹ thuật người máy, Phần: Robot công nghiệp, NXB ĐHQG TpHCM, 2005'], 'brief_summary': 'Môn học cung cấp kiến thức và kỹ năng nâng cao về tính toán động học hệ vật rắn nhiều bậc tự do, tập trung vào robot. Sinh viên sẽ học các phương pháp vector và tọa độ để giải quyết bài toán động học thuận và ngược, nhằm ứng dụng trong thiết kế máy móc như robot, máy CNC và thực hiện luận văn tốt nghiệp.'}",CH
AS5041,Động lực học máy - Dynamics of Machinery,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125133&manganh=8520101,,CH
AS5043,Mạng thần kinh nhân tạo và ứng dụng - Aftifical neural network and application,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125137&manganh=8520101,"{'knowledge': 'Nắm vững lý thuyết cơ bản về mạng thần kinh nhân tạo; hiểu rõ nguyên tắc cấu trúc, đặc trưng và thuật toán huấn luyện của các mô hình mạng trí tuệ nhân tạo hoàn chỉnh. Có kiến thức về cơ sở toán học của mạng thần kinh nhân tạo, bao gồm định nghĩa, cấu trúc mạng đa lớp (LNN), thuật toán lan truyền ngược (Back-Propagation) và quy trình huấn luyện mạng. Hiểu về các yếu tố thiết kế mạng như khả năng nhận biết, hàm hoạt tính, dữ liệu mẫu huấn luyện và chế độ huấn luyện, cũng như các biện pháp tối ưu mạng như lựa chọn cấu trúc, tham số, trọng số khởi động và số lượng dữ liệu mẫu.', 'skills': 'Thiết kế mạng thần kinh nhân tạo và tối ưu hóa mạng. Vận dụng mô hình mạng trí tuệ nhân tạo để giải quyết các vấn đề thực tế, đặc biệt trong phân loại và dự báo. Thực hiện phân tích, đánh giá dựa trên dữ liệu huấn luyện và những kết quả tính toán để nâng cao hiệu quả xử lý của mô hình.', 'attitude': 'Không có thông tin', 'textbooks': ['James M. Keller, D. Liu, David B. Fogel  (2016), Fundamentals of Computational Intelligence Neural Networks, Fuzzy Systems, and Evolutionary Computation . John Wiley & Sons, Inc., New Jersey.', 'Andries P. Engelbrecht  (2016), Computational Intelligence. John Wiley & Sons Ltd., England'], 'brief_summary': 'Môn học cung cấp kiến thức nền tảng về cấu trúc, đặc trưng và thuật toán huấn luyện của mạng thần kinh nhân tạo. Sinh viên sẽ được hướng dẫn các kỹ thuật thiết kế mạng và ứng dụng chúng để giải quyết các vấn đề thực tế như phân loại và dự báo, đồng thời biết cách phân tích, đánh giá và tối ưu hóa mô hình.'}",CH
AS5045,Tối ưu hóa kỹ thuật - Optimization in Engineering,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125140&manganh=8520101,"{'knowledge': 'Môn học cung cấp kiến thức cơ bản về các lý thuyết, giải thuật và phương pháp tối ưu hóa hiện đại. Người học sẽ biết và hiểu các khái niệm liên quan đến bài toán tối ưu hóa, cách phân loại các kỹ thuật tối ưu và phạm vi ứng dụng của chúng. Sinh viên sẽ học cách hiểu và áp dụng các phương pháp tối ưu hiện đại trong các bài toán kỹ thuật, bao gồm các kỹ thuật tối ưu cổ điển, quy hoạch tuyến tính và phi tuyến, các phương pháp tối ưu hóa hiện đại như giải thuật di truyền, luyện kim, tối ưu bầy đàn, và tối ưu hóa đa mục tiêu.', 'skills': 'Sinh viên sẽ có kỹ năng phân loại các bài toán tối ưu hóa để lựa chọn phương pháp phù hợp, định nghĩa các loại bài toán tối ưu hóa. Môn học còn giúp người học nắm vững và vận dụng hiệu quả các kỹ thuật, phương pháp tối ưu hóa cho các bài toán kỹ thuật, đưa ra các quyết định phương án tốt nhất cho các bài toán trong thực tế sản xuất, cùng với kỹ năng làm việc nhóm và kỹ năng trình bày.', 'attitude': 'Phát triển ý thức nghiêm túc, tổ chức kỷ luật và tinh thần hợp tác để hoàn thành nhiệm vụ học tập một cách tốt nhất.', 'textbooks': ['Engineering Optimization Theory and Practice, Singiresu S Rao, 2020, John Wiley & Sons Ltd, Fifth Edition.', 'Optimization in Practice with MATLAB for Engineering Students and Professionals, Achille Messac, 2015, Cambridge University Press.'], 'brief_summary': 'Môn Tối ưu hóa Kỹ thuật trang bị cho sinh viên chuyên ngành Kỹ thuật những kiến thức cơ bản về lý thuyết, giải thuật và phương pháp tối ưu hóa hiện đại. Khóa học giúp người học có khả năng phân loại và lựa chọn phương pháp phù hợp, từ đó vận dụng các kỹ thuật tối ưu để đưa ra các quyết định giải pháp tốt nhất cho các bài toán kỹ thuật và sản xuất thực tế.'}",CH
AS5047,Tính toán động lực học lưu chất - Computational Fluid Dynamics,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125141&manganh=8520101,"{'knowledge': 'Nắm vững cơ sở toán học cho bài toán phân tích động lực học lưu chất bằng phương pháp số, bao gồm các hệ phương trình chủ đạo như Navier-Stokes và những vấn đề cơ bản liên quan đến dòng chảy (ổn định, quá độ, đơn/đa pha, có/không nhiệt độ, nén được/không nén được, tương tác vật rắn). Hiểu rõ sự hình thành và nguyên lý của phương pháp sai phân hữu hạn (FDM) và phương pháp thể tích hữu hạn (FVM). Có kiến thức về các kỹ thuật mô hình hóa, chia lưới, áp đặt điều kiện biên và lựa chọn mô hình rối phù hợp trong các bài toán CFD.', 'skills': 'Vận dụng thành thạo phương pháp số, đặc biệt là phương pháp thể tích hữu hạn, để giải quyết các bài toán động lực học lưu chất. Thực hiện chia lưới mô hình, lựa chọn mô hình rối và mô tả các điều kiện biên từ đơn giản đến phức tạp. Có khả năng giải các phương trình cơ bản trong CFD bằng phương pháp sai phân hữu hạn (phương trình đối lưu, truyền nhiệt khuếch tán). Sử dụng các công cụ phần mềm chuyên dụng như ANSYS/FLUENT, ANSYS/CFX hoặc OPENFOAM để giải quyết các bài toán CFD kỹ thuật. Nâng cao khả năng làm việc nhóm, tự học và cập nhật kiến thức mới trong lĩnh vực cơ học lưu chất và động lực học lưu chất.', 'attitude': 'Phát triển tinh thần chủ động tự học và nghiên cứu, có khả năng làm việc nhóm hiệu quả. Thể hiện ý thức nâng cao và cập nhật kiến thức chuyên môn liên tục về động lực học lưu chất dựa trên nền tảng đã học.', 'textbooks': ['T. J. Chung. Computational Fluid Dynamics. Cambridge University Press, 2002.', 'J. H. Ferziger and M. Peric. Computational Methods for Fluid Dynamics 3rd Edition. Springer, 2002.'], 'brief_summary': 'Môn học trang bị cho sinh viên kiến thức và kỹ năng cơ bản về ứng dụng phương pháp số, đặc biệt là phương pháp thể tích hữu hạn, để giải quyết các bài toán động lực học lưu chất. Sinh viên sẽ học cách mô hình hóa, chia lưới, áp đặt điều kiện biên, lựa chọn mô hình rối và thực hành tính toán với các phần mềm CFD chuyên dụng để giải quyết các bài toán kỹ thuật thực tế.'}",CH
AS5049,Phân tích số liệu thực nghiệm cơ học - Analysis of Experimental Data in Mechanics,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125142&manganh=8520101,,CH
AS5107,Dao động kỹ thuật - Engineering vibration,3,https://grad.hcmut.edu.vn/gv/filedecuongmh/file_dc_124056.pdf,"{'knowledge': 'Sinh viên sẽ nắm vững lý thuyết đàn hồi của thanh và các nguyên lý cơ học cơ bản để thiết lập và giải phương trình động lực học của vật thể đàn hồi dạng thanh trong các trạng thái chịu lực cơ bản (kéo – nén đứng tâm, xoắn, uốn ngang phẳng). Khóa học cũng giúp sinh viên hiểu rõ các khái niệm cơ bản về dao động của thanh như tần số riêng, dạng riêng và bản chất cơ học của các đặc trưng cơ bản của hệ dao động.', 'skills': 'Sinh viên sẽ biết sử dụng phương pháp tách biến để giải các phương trình động lực học và giải phương trình vi phân chuyển động của hệ vô số bậc tự do dạng thanh. Ngoài ra, sinh viên còn được trang bị khả năng áp dụng một số phương pháp giải gần đúng trong dao động.', 'attitude': 'Sinh viên sẽ phát triển nhận thức về vai trò của một ""Kỹ sư sẵn sàng làm việc"" và hiểu rõ những lợi ích của việc ứng dụng lý thuyết dao động trong thiết kế.', 'textbooks': ['Ngô Kiều Nhi, Trần Công Nghị, Dao động kỹ thuật, NXB Đại học quốc gia Tp. HCM, 2011.', 'Nguyễn Văn Khang, Dao động kỹ thuật, NXB Khoa học và Kỹ thuật, 2001.', 'Singiresu S. Rao. Mechanical vibrations. Prentice Hall, 2011.', 'William T. Thomson, Marie Dillon Dahleh, Theory of Vibration with applications (5th ed), Prentice Hall, 1997.'], 'brief_summary': 'Môn học ""Dao động cơ sở"" trình bày lời giải giải tích dao động của thanh trong các biến dạng cơ bản như kéo nén, xoắn và uốn. Sinh viên sẽ được cung cấp các khái niệm nền tảng về dao động của hệ đàn hồi, bao gồm tần số riêng và dạng riêng. Ngoài ra, khóa học còn giới thiệu các phương pháp gần đúng để xác định tần số riêng và dạng riêng thấp nhất của hệ.'}",CH
AS5109,Đàn hồi ứng dụng - Applied elasticity,3,https://grad.hcmut.edu.vn/gv/filedecuongmh/file_dc_124057.pdf,"{'knowledge': 'Môn học trang bị kiến thức cơ bản về cách xác định ứng suất, biến dạng và chuyển vị trong các cấu trúc dưới tác dụng của tải trọng. Sinh viên sẽ nắm vững các phương pháp tính bền và biến dạng cho các bài toán dạng thanh trong các trường hợp tải trọng như kéo nén đúng tâm, xoắn thuần túy, uốn ngang phẳng, uốn và xoắn đồng thời. Ngoài ra, học phần còn cung cấp kiến thức về tính độ bền thanh khi ứng suất biến đổi có chu kỳ, tính ổn định của thanh chịu nén và phương pháp tính hệ siêu tĩnh.', 'skills': 'Sinh viên sẽ có khả năng tính toán và thiết kế các kết cấu một cách an toàn và hiệu quả, bao gồm việc ứng dụng các thuyết bền để thiết kế mặt cắt ngang hợp lý và xác định độ biến dạng (độ cứng) của kết cấu. Kỹ năng sử dụng các công cụ và phần mềm máy tính hiện đại để mô hình hóa, mô phỏng và phân tích các bài toán kỹ thuật cũng được phát triển. Đồng thời, sinh viên rèn luyện khả năng tìm kiếm, học hỏi, cập nhật kiến thức mới và tính toán sự ổn định của thanh chịu nén cùng độ bền dưới ứng suất biến đổi chu kỳ.', 'attitude': 'Sinh viên phát triển khả năng làm việc nhóm và giao tiếp hiệu quả, kỹ năng lập tài liệu báo cáo. Học phần còn thúc đẩy tư duy đánh giá, sáng tạo và năng lực giải quyết vấn đề kỹ thuật. Đặc biệt, sinh viên sẽ hình thành nhận thức về vai trò của một ""Kỹ sư sẵn sàng làm việc"" và tầm quan trọng của nó trong các tính toán thiết kế.', 'textbooks': ['James M. Gere và Barry J. Goodno, “Mechanics of Materials”, Global Engineering: Christopher M. Shortt, 2013.'], 'brief_summary': 'Học phần Đàn hồi ứng dụng cung cấp kiến thức và kỹ năng nền tảng về các phương pháp tính bền và biến dạng của các cấu kiện dạng thanh dưới nhiều loại tải trọng khác nhau. Mục tiêu là giúp sinh viên có khả năng xác định ứng suất, biến dạng, chuyển vị và từ đó thiết kế các kết cấu một cách an toàn, hiệu quả trong nhiều lĩnh vực kỹ thuật.'}",CH
AS5143,Phương pháp số nâng cao - Adcanced Numerical Methods,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125919&manganh=8520101,"{'knowledge': 'Sinh viên sẽ nắm vững các kiến thức cơ bản và nâng cao về các phương pháp số trong cơ học kỹ thuật. Cụ thể, sinh viên sẽ mô tả và giải thích được các phương trình chủ đạo, nguyên lý hình thành của phương pháp sai phân hữu hạn, phương pháp phần tử hữu hạn, phương pháp thể tích hữu hạn và các phương pháp không lưới, cũng như ứng dụng của chúng trong các bài toán phân tích kết cấu, vật rắn, truyền nhiệt 1D/2D và động lực học lưu chất.', 'skills': 'Sinh viên sẽ có khả năng sử dụng và vận dụng các phương pháp số nâng cao như phương pháp sai phân hữu hạn, phương pháp phần tử hữu hạn, phương pháp thể tích hữu hạn và phương pháp không lưới để giải quyết các bài toán thực tế trong phân tích kết cấu vật rắn, thanh dầm, và truyền nhiệt 1 chiều, 2 chiều. Sinh viên cũng sẽ phát triển kỹ năng lập trình để triển khai các phương pháp số này.', 'attitude': 'Không có thông tin', 'textbooks': ['O. C. Zienkiewicz. 2000. Finite Element Method, vol. 1, Butterworth-Heinemann. England.', 'O. C. Zienkiewicz & R. L. Taylor. 2000. Finite Element Method, vol. 1. Butterworth-Heinemann. England.', 'Klaus-Jurgen Bathe. 2007. Finite Element Procedures, Second Edition, Prentice-Hall Inc. USA.', 'George F. Pinder & William G. Gray. 1997. Finite element Simulation in Surface and Subsurface Hydrology, Prentice-Hall Inc. USA.'], 'brief_summary': 'Môn học ""Phương pháp số nâng cao"" cung cấp kiến thức và kỹ năng chuyên sâu về các phương pháp số phổ biến trong cơ học kỹ thuật. Sinh viên sẽ học cách áp dụng các phương pháp như sai phân hữu hạn, phần tử hữu hạn, thể tích hữu hạn và phương pháp không lưới để phân tích và giải quyết các bài toán thực tế trong kết cấu, vật rắn và truyền nhiệt.'}",CH
AS5155,Phương pháp tính tuổi thọ - Life-Time Calculation,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125925&manganh=8520101,,CH
AS5237,Kỹ thuật đo và xử lý số liệu - Measurement Technique and Data Analysis,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125989&manganh=8520101,"{'knowledge': 'Người học sẽ nắm vững nguyên lý hoạt động của các cụm cơ bản trong hệ thống đo, các phương pháp xử lý số liệu trong miền thời gian và tần số. Khóa học cung cấp cơ sở lý luận để phân tích tín hiệu dựa trên mô hình tính toán của thiết bị đo, bao gồm các phương pháp phân tích sai số (nguyên nhân, đánh giá sai số ngẫu nhiên) và khái niệm về chiết suất các đặc trưng tín hiệu. Đồng thời, người học sẽ hiểu rõ về đặc trưng, các loại tín hiệu của thiết bị đo, mối tương quan giữa các tín hiệu, hệ thống, cách lấy mẫu và hồi phục, cũng như nguyên lý hoạt động của các cảm biến và lý thuyết về mô hình toán học của thiết bị đo, phân tích tương quan và phân tích phổ.', 'skills': 'Người học sẽ phát triển khả năng phân tích tín hiệu thu được từ thiết bị đo, xác định và đánh giá các loại sai số đo lường (sai số hệ thống, sai số ngẫu nhiên). Sinh viên được thực hành phân tích trên dữ liệu thực tế từ các hệ cơ học, rèn luyện khả năng kết hợp kiến thức toán học về xử lý số liệu và kiến thức cơ học trong ứng dụng thực tiễn. Ngoài ra, khóa học còn giúp nâng cao kỹ năng làm việc nhóm và giao tiếp.', 'attitude': 'Không có thông tin', 'textbooks': ['Patrick F. Dunn. Measurement and data analysis for engineering and science. Taylor& Francis (2014)', 'Newland D. E, An introduction to random vibration and spectral analysis, Ed Longman Scientific and Technical, (1999)', 'Wheeler, Anthony J_Ganji, Ahmad - Introduction to Engineering Experimentation, Pearson Higher Education (2009)', 'Gabriele D’Antona , Alessandro Ferrero. Digital Signal Processing for Measurement Systems : Theory and Applications. Springer Science+Business Media (2006)', 'Giovanni Battista Rossi. Measurement and Probability - A Probabilistic Theory of Measurement with Applications. Springer Science+Business Media (2014)'], 'brief_summary': 'Môn học trang bị cho người học kiến thức chuyên sâu về nguyên lý hoạt động của hệ thống đo và các phương pháp xử lý số liệu trong cả miền thời gian và tần số. Khóa học tập trung vào việc cung cấp cơ sở lý luận để phân tích tín hiệu thu được, xác định sai số và thực hành phân tích trên dữ liệu thực tế từ các hệ cơ học. Nhằm phát triển khả năng kết hợp kiến thức toán học và cơ học trong ứng dụng thực tiễn.'}",CH
AS5239,Động lực học vật rắn - Rigid body dynamics,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125990&manganh=8520101,"{'knowledge': 'Không có thông tin', 'skills': 'Không có thông tin', 'attitude': 'Không có thông tin', 'textbooks': 'Không có thông tin', 'brief_summary': 'Không có thông tin'}",CH
AS5251,Mô hình hóa hệ cơ điện tử - Modeling of Electro-mechanical Systems,3,https://grad.hcmut.edu.vn/gv/front.php/capnhatdecuong/public/printdecuongcdio?option=tv&mamh=125920&manganh=8520101,"{'knowledge': 'Người học sẽ được cung cấp kiến thức nền tảng về các hệ thống động lực học, bao gồm các định luật cơ sở của động lực học cơ hệ và lý thuyết điện cơ bản. Sinh viên sẽ hiểu rõ các dạng chuyển động phổ biến của vật rắn tuyệt đối, các khái niệm và quy ước trong cơ cấu, các loại cơ cấu máy cơ bản và phương pháp khảo sát hệ thống điện cơ bản. Đặc biệt, sinh viên sẽ nắm vững kiến thức nền tảng để mô hình hóa các hệ thống động lực học tích hợp từ nhiều phần tử thuộc các lĩnh vực cơ khí, điện.', 'skills': 'Người học sẽ phát triển khả năng mô hình hóa các mô hình động lực học của các hệ cơ – điện. Sinh viên sẽ biết cách áp dụng lý thuyết động học để khảo sát chuyển động của cơ cấu, có khả năng khảo sát động học của các cơ cấu cơ bản (1 và 2 bậc tự do). Đồng thời, sinh viên sẽ thành thạo phương pháp thiết lập hệ phương trình vi phân hỗn hợp cho hệ cơ-điện và biết cách khảo sát các đặc trưng của hệ thống này.', 'attitude': 'Không có thông tin', 'textbooks': ['Vũ Duy Cường, Giáo trình Cơ Lý Thuyết, Nhà xuất bản Đại học Quốc gia TP.HCM', 'Nguyễn Hữu Lộc, Cơ sở thiết kế máy, Nhà xuất bản Đại học Quốc gia TP.HCM'], 'brief_summary': 'Môn học ""Mô hình hóa hệ cơ điện tử"" cung cấp kiến thức nền tảng về hệ thống động lực học và khả năng mô hình hóa các hệ cơ – điện. Sinh viên sẽ được học cách tích hợp kiến thức từ các lĩnh vực cơ khí và điện để xây dựng mô hình động lực học cho toàn bộ hệ thống.'}",CH
